Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359769aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359771aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359772aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359773aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359775aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359776aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359778aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359779aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359780aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359781aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359783aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359784aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359785aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359786aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359787aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359788aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359789aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359790aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359791aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359795aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359796aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359797aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359798aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359802aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359803aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359804aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/M24359809aP1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC1_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC2_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC3_MWY-24-5969-02-b_human_DIA_Astral_2.mzML	/xskydata/proteomic/proteomeData/2024_Q4/20241129_MWY-24-5969-02-b_84ge_human_60SPDdia/sQC4_MWY-24-5969-02-b_human_DIA_Astral_2.mzML
P01024	P01024;A0A8Q3SI05;A0A8Q3WM02	CO3_HUMAN	C3	Complement C3	2154750	2058810	607912	2977690	681364	2377840	1317790	2367820	5473110	1829500	5556790	1571440	818883	1309160	1099790	1223330	1253900	1110180	3633260	1076070	1195590	1472820	2590970	1641330	1254540	1171550	1367920	2461530	2510640	2504040	2485620
P01031	P01031;A0A8V8TMU5;A0A8Q3SID6	CO5_HUMAN	C5	Complement C5	179278	132422	40415.8	228481	53351.5	254379	89181.2	186847	369806	124785	396004	119097	60008.9	120992	83909.8	92991	71771.5	75042.4	600557	101337	111669	116941	209223	127067	121717	103229	102101	204417	210911	207699	207299
P01033	P01033;Q5H9A7;H0Y789	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1	232277	188643	76238.5	629915	108092	498188	161584	197948	127829	81094.2	88387.6	180323	63297	135302	38962.7	106704	113055	95703.4	176255	92583.8	140966	83529.5	198685	231457	172248	178439	133933	150456	138783	134938	141677
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C	595563	1419550	818236	704619	543159	517251	721044	788926	468994	477299	633934	1536580	209579	1233890	280207	887263	502983	1452670	598191	604072	721009	516795	1100230	285744	700337	1002970	509096	1011430	878369	835986	837991
P01037	P01036;P01037;P09228	CYTN_HUMAN	CST1	Cystatin-SN	29670.2	603849	22162.4	19853.9	79601.3	42393.6	33586.3	24833.7	NA	10307	NA	NA	17570.1	10582.9	5522.05	79397.8	43918.2	5168.67	8212.86	4284.57	17283.8	9452.83	NA	2490.67	20251.9	15845.3	10562.2	22072.1	24299	22010.7	22142.1
P01040	P01040;C9J0E4	CYTA_HUMAN	CSTA	Cystatin-A	60496	48621.1	52126.7	103995	31727.9	48843.7	64492.7	64514.2	39657.5	46367.1	87120.7	60160.5	25579.8	37499.9	26846.2	58779.9	71415.5	49073.3	141350	70165.4	75541.1	78023.4	50276.6	127775	50022.3	48875	60797.7	71247.7	67895	73553.3	66237.2
P01042	P01042	KNG1_HUMAN	KNG1	Kininogen-1	528639	590671	191934	666529	169344	590905	397900	689199	1341230	458691	1363160	479628	235177	378586	312645	335686	376410	348775	1310850	247760	480467	450657	795223	456709	374676	504704	356224	871571	874186	824747	816168
P01100	P01100;G3V5J9	FOS_HUMAN	FOS	Protein c-Fos	9793.9	NA	4387.87	6100.2	4793.44	4013.3	NA	5873.3	NA	24016.8	15017.8	5135.92	4854.19	11936.9	8750.68	20085.5	5060.93	3918.12	5077.89	3845	11558.3	10850.1	15139.8	4131.92	4415.33	NA	6152.06	9351.8	7077.41	5329.59	5340.92
P01111	P01111;P01112;A0A8C8MQR2;A0A804HJ06	RASN_HUMAN	NRAS	GTPase NRas	327717	449122	371513	404976	376491	367567	424724	383325	290961	420750	421598	482957	417651	434540	329692	473494	467756	453116	388635	416815	411223	386070	456504	379013	455911	398286	377501	444626	445358	454453	434391
P01112	P01112;A0A8C8MQR2;A0A804HJ06	RASH_HUMAN	HRAS	GTPase HRas	53544.5	40601.5	32195.6	49286.2	29767.5	57797.8	34484	35590	62265.3	26466	65072.2	43803	33088.5	38131.2	29284.8	24299.4	28325.1	30515.6	30428.3	41825.5	28867.1	38650.6	27065.1	30092.8	63767.2	31813.7	33111	40487.3	52210.3	46448.6	50021.1
P01116	P01116;A0A8I5KQ21;A0A8I5KUB5;A0A8I5KYH6	RASK_HUMAN	KRAS	GTPase KRas	163557	165150	179059	113319	161354	172940	159598	142141	124388	122143	136087	201790	125898	143691	115947	147476	99907.3	173619	115409	126810	133424	140720	195058	109536	178098	184248	155915	173040	181386	176984	165114
P01130	P01130;H0YM92;H0YMD1;J3KMZ9	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor	21046.2	9554.58	16113	30631.4	9850.56	20466	14323.5	17663.7	10318.4	25044.9	32358.9	12716.7	13219.9	12724.7	10242.6	10425.2	15013.4	9836.37	42432.2	16028.7	13054.7	15440.8	18496.7	40318.8	12933.2	15086.7	21795.9	14942.2	12768.4	16145.7	16211.7
P01137	A0A499FJK2;P01137;A0A7I2YQL8;A0A7I2V5Z9	TGFB1_HUMAN	TGFB1	Transforming growth factor beta-1 proprotein	27080.7	16943.4	12517.3	44494.7	18881.7	76557.9	24431.4	31918.6	24928.4	16770.3	24247.5	13660.1	22884.3	22735.7	10315.1	21204.3	21734.4	14884.5	23048.7	16046.3	24119.2	18008.9	19198.6	33966.5	26245	16876.7	23311.6	26269.6	22641.4	20127.4	22437.3
P01210	P01210;E5RFR1	PENK_HUMAN	PENK	Proenkephalin-A	20187.5	NA	NA	NA	563.596	11894.8	NA	17443.5	66595.6	NA	9037.13	NA	NA	24709.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	8546.53	NA	NA	NA	47848.6	20363.2	26340.9	38829.2
P01275	P01275	GLUC_HUMAN	GCG	Pro-glucagon	3487.03	263638	60405	NA	201396	4111.22	62159.9	164881	NA	24577.6	16764.9	379089	6563.62	276612	20874.4	159070	61115.1	911502	5780.93	99603.3	17792.4	256481	177511	2550.23	350585	371377	211155	500780	444827	471222	474870
P01282	P01282;H0Y763	VIP_HUMAN	VIP	VIP peptides	164525	577646	176395	NA	176065	375635	122376	152018	682097	67974.7	254416	303535	108238	329460	16651.4	120822	33648.6	442120	65073.1	111229	131378	452862	504761	22445.1	94460.6	400188	90061.3	506808	494821	518505	543628
P01303	P01303	NPY_HUMAN	NPY	Pro-neuropeptide Y	8540.77	11728.1	NA	NA	NA	9493.91	NA	12508.9	4645	NA	NA	6933.48	NA	4695.37	NA	NA	NA	NA	NA	NA	11242.1	21943	NA	NA	NA	NA	NA	7578.71	19283.7	8048.07	9583.42
P01344	P01344	IGF2_HUMAN	IGF2	Insulin-like growth factor II	23271	20362.3	7516.42	51335.6	10888.7	55519.3	17076.2	23458.7	53356.2	18383.1	28514.9	9030.39	13645	14725.1	11016.2	13444.9	13781.5	6878.39	23000.9	13421.1	25547.7	13937.3	24919.8	12470.4	21279.3	14799.4	14159.7	36091.7	36993.5	35232.6	35366.4
P01584	P01584;C9JWV2	IL1B_HUMAN	IL1B	Interleukin-1 beta	57943.1	17317.4	8070.03	20286.9	10709.8	17531.4	14039.7	20036.8	NA	13041.3	NA	NA	1834.09	21491.6	26409.5	23988.3	13452	NA	173635	16809.7	10758.7	11954.7	NA	NA	4083.54	9716.75	NA	27799.1	20462.6	28447.7	17079
P01591	P01591;D6RD17;D6RHJ6	IGJ_HUMAN	JCHAIN	Immunoglobulin J chain	338399	1825580	3751670	393936	1307440	745004	2696050	1032800	819649	1137920	4921560	2478810	101611	1418990	465987	1774930	982142	3038980	258986	1144590	1487720	1940690	1306190	293912	1726600	2645450	1609210	2166500	2154060	2123570	2195820
P01593;P01594	P01593;P01594	KV133_HUMAN;KVD33_HUMAN	IGKV1-33;IGKV1D-33	Immunoglobulin kappa variable 1D-33	73525.6	74460.8	115234	70304	35238.6	118109	116861	80331.8	236786	26034.7	620762	92508.1	15001.5	45636.8	50759.8	62143.2	84375.7	82899.6	114012	51607.9	156651	61441.1	65815.7	31636.4	85099.3	85547.4	67815	135466	106429	133766	116660
P01597;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73	KV139_HUMAN;KVD39_HUMAN	IGKV1-39;IGKV1D-39	Immunoglobulin kappa variable 1-39	209085	204786	154625	190490	57180.4	123232	267114	150411	394130	79232.8	1511150	322300	56391.8	247478	93976	101321	185886	260896	107603	96172.1	149344	170644	138664	76363.4	171291	126964	192930	193875	202702	190287	202273
P01599	P01599	KV117_HUMAN	IGKV1-17	Immunoglobulin kappa variable 1-17	251300	180620	207628	115060	66156.5	269139	124518	177896	508010	38492.5	887596	434570	39331.8	139613	82964.7	145305	70879.9	303196	83083.6	63018	90105.7	73978.1	120512	54331.6	91997.2	195877	110807	295305	314678	304007	296521
P01601	P01601	KVD16_HUMAN	IGKV1D-16	Immunoglobulin kappa variable 1D-16	42966.9	35087.8	22009.7	15787.8	14796.8	24163.2	44156.7	19322.1	59990.7	15696	173257	35205.2	6045.39	29759.9	19140.6	31088.2	65494.4	69029.1	27799.3	17895.9	21575.9	36172.9	18511.2	12106.6	18343.8	24677.6	17639.1	35720.9	38846.5	45510	37777.5
P01602	P01602	KV105_HUMAN	IGKV1-5	Immunoglobulin kappa variable 1-5	539769	410844	624164	407709	190748	494959	473168	360204	1106900	196855	3807460	507391	113234	411022	312405	233238	439607	514885	362629	241519	250922	1068670	345921	223018	384093	311068	272842	568983	543863	547375	546746
P01619	P01619	KV320_HUMAN	IGKV3-20	Immunoglobulin kappa variable 3-20	746693	589629	692120	586563	290127	609107	771161	607120	1757960	387300	4752510	1090470	231949	719781	389075	378024	528493	779084	540188	404660	625586	544201	688303	263150	422955	439548	559806	908820	677438	876335	778396
P01700	P01700	LV147_HUMAN	IGLV1-47	Immunoglobulin lambda variable 1-47	342649	180752	153192	316697	50049.2	346893	229289	235616	484527	82289.3	1569620	196517	29895	213597	120994	206408	99523.7	143581	113364	147807	155047	180315	261738	179810	362694	86753	79554.6	266914	259650	305040	275510
P01701	P01701	LV151_HUMAN	IGLV1-51	Immunoglobulin lambda variable 1-51	756997	347299	567682	326979	227404	663949	328104	1088460	678237	257035	3024500	616588	172040	464655	283283	230089	202189	280988	238734	281042	418748	449740	453942	194898	433894	463051	272260	648823	577500	606684	627833
P01703	P01703	LV140_HUMAN	IGLV1-40	Immunoglobulin lambda variable 1-40	157489	124466	159986	119995	31000.8	120334	234732	85273.3	205327	29741	585906	72160.2	NA	99140.7	34670.4	56172.2	82826	46865.5	40894.6	26089.7	148097	59954.5	69812.1	32310	103018	22817.4	47347.3	125384	153718	138250	160025
P01704	P01704	LV214_HUMAN	IGLV2-14	Immunoglobulin lambda variable 2-14	332123	NA	NA	NA	4913.95	NA	NA	NA	294695	7717.46	974529	NA	NA	4303.5	NA	NA	122489	260456	NA	NA	NA	NA	9668.82	NA	110700	11090.6	NA	100338	72897.8	96164.6	81338.5
P01705	P01705	LV223_HUMAN	IGLV2-23	Immunoglobulin lambda variable 2-23	248672	NA	37702.3	NA	NA	NA	31959.2	155443	110821	244968	313018	NA	21439.5	112303	95018.2	33965	NA	NA	60899.1	NA	22477.7	NA	25930.5	38444.8	45889.7	38863.4	45302	59388.8	60705.4	65574.2	68408.9
P01706	P01706	LV211_HUMAN	IGLV2-11	Immunoglobulin lambda variable 2-11	285018	50522.4	73317.3	117325	28210.1	178884	60666.2	101269	297254	82328.3	507708	199856	17639.2	194750	93863.1	31794.1	40010.8	57626.9	163556	90387.1	165895	112699	89582.7	38797.3	69319.7	30618.5	37308	170922	180829	146622	208501
P01709	P01709	LV208_HUMAN	IGLV2-8	Immunoglobulin lambda variable 2-8	202343	178618	86695.5	126861	60739.5	303989	175414	91716.4	202351	28639.7	917399	175497	32138.2	136746	92471.9	48575.2	146297	153710	37273	87336.9	112541	102815	153961	45163.6	152928	113467	66013.5	222592	190095	226444	211811
P01714	P01714	LV319_HUMAN	IGLV3-19	Immunoglobulin lambda variable 3-19	154509	82360.5	140492	79262.9	100975	71608.3	58863.6	104918	150099	59411.8	877645	159060	118504	101479	91240.2	143321	40194.9	52615.5	67335.2	57480.9	162466	144927	141569	73740.9	91969.1	66812.1	42152.5	146352	146157	149786	133736
P01715	P01715	LV301_HUMAN	IGLV3-1	Immunoglobulin lambda variable 3-1	28330.5	29809.5	32625.4	43456.8	11081.9	27220.6	49624.9	22928	49354.2	15373.8	347870	31348.7	13177.9	19158.9	19438.8	21309.5	21068.8	27754.4	24691.9	17975.5	20995.9	26054	14655.7	24587.5	51986.4	19352.1	15167.9	45970.1	45609.2	38177.5	49245.3
P01717	P01717	LV325_HUMAN	IGLV3-25	Immunoglobulin lambda variable 3-25	211489	236601	241353	232128	95443.9	205051	466893	246640	458230	57386.9	14364400	706626	109138	153372	81112.5	140273	255953	157627	118398	139560	368935	161772	146777	64936.4	521621	255823	99365.9	522458	556784	525807	514731
P01718	P01718	LV327_HUMAN	IGLV3-27	Immunoglobulin lambda variable 3-27	38025.2	25454.6	51326.8	36349.9	21734.6	24172.2	40896	38808.5	58403.2	NA	82227.6	NA	NA	23793.3	23283.7	39429	NA	33082.2	27440.1	NA	35232.2	32190.2	35323	NA	36639.9	NA	NA	NA	46847.7	51720.4	34315.3
P01721	P01721	LV657_HUMAN	IGLV6-57	Immunoglobulin lambda variable 6-57	3883.48	2819.51	3565.72	5670.78	1774.55	1857.16	NA	10053.4	10318.9	2346.2	62108.9	4786.5	2801.45	4947.4	2817.3	2547.03	984.95	3819.64	3729.73	2178.56	6172.85	382810	30500.2	2006.86	14313.9	6788.78	1418.45	12559.5	13589	8231.54	10197.6
P01730	P01730;F5H480	CD4_HUMAN	CD4	T-cell surface glycoprotein CD4	8070.92	15784.1	10427	24495	12709.2	14066.9	15142.3	19309.1	12766.7	9638.48	26644.8	17557.8	6638.67	16312.7	8754.5	16241.5	16105.2	15889.9	12686.3	12244.2	13495.1	18854.2	11139.8	14875.8	23003.5	16650.8	19878.6	15226.7	9500.78	11462	11614.1
P01732	P01732;B8ZZZ4	CD8A_HUMAN	CD8A	T-cell surface glycoprotein CD8 alpha chain	14898.1	15557.5	13538.9	19484.5	7355.83	19627.3	8135.28	17412.4	18648	10416.4	20280.9	26164.7	6710.55	13460.3	7181.07	11602.5	15743.8	19577.6	7186.03	10879.9	17668.8	22639.6	13734.1	49082.2	16528.8	14943.4	15679.5	14764.9	9649.18	17462.5	16855.4
P01742	P01742	HV169_HUMAN	IGHV1-69	Immunoglobulin heavy variable 1-69	19003.7	11134.6	19098	42403.4	7674.96	26543.7	16686.1	28252.8	70717.6	9723.46	182802	20515.6	8726.75	23258.2	14333.2	13490.6	32779	15765.5	16655.6	10354.5	17543.4	17550.5	14706.6	7831.13	12125.9	19779.4	10876.1	20081.6	29689.5	28167	26539.4
P01743	P01742;P01743;A0A0B4J2H0;A0A0C4DH29;P0DP01	HV146_HUMAN	IGHV1-46	Immunoglobulin heavy variable 1-46	342159	249764	275687	265566	185086	350220	310879	230009	596591	230764	2067720	399740	123983	271099	128265	233521	233111	304161	181363	147063	215155	148260	201497	119989	270127	237320	197957	391169	324091	370352	319646
P01762	P01762	HV311_HUMAN	IGHV3-11	Immunoglobulin heavy variable 3-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1280.07	NA	NA	1944.99	NA	NA	NA	1307.93	NA	NA	NA	NA	NA
P01763	P01763	HV348_HUMAN	IGHV3-48	Immunoglobulin heavy variable 3-48	NA	NA	NA	5487.31	3532.6	NA	17349.7	2841.57	7949.46	NA	14037.5	4254.28	NA	NA	NA	NA	NA	NA	NA	NA	5940.77	4676.06	NA	NA	NA	NA	NA	7935.38	NA	NA	NA
P01764	P01764;P01768;P0DP03;A0A0J9YY99	HV323_HUMAN	IGHV3-23	Immunoglobulin heavy variable 3-23	1201890	839496	628322	622172	420358	968371	629457	788743	1658080	426603	5779940	1121570	414193	899415	481408	494106	655413	834885	533589	522321	524102	1244030	735353	507230	874323	794491	602144	968612	1038120	1063030	994962
P01766	P01766	HV313_HUMAN	IGHV3-13	Immunoglobulin heavy variable 3-13	54889.7	60072.5	69860.7	44633.6	15867.5	33338.5	111967	71730.4	107379	31296.4	318383	62983.9	19759.3	45322.7	42263.4	58238	45641.9	51198.4	48757.4	29878.6	53194.7	49116.5	61254.3	62979.1	39049.7	51575.7	26352.8	87567.2	79891.2	88095.8	77530.2
P01767	P01767;A0A0C4DH42	HV353_HUMAN	IGHV3-53	Immunoglobulin heavy variable 3-53	NA	5325.35	3946.03	NA	NA	12889.6	NA	NA	NA	NA	15988.2	12628.7	NA	6607.69	5086.11	NA	NA	2283.53	NA	5651.15	4694.2	NA	NA	4140.16	6880.05	4778.9	NA	NA	NA	9321.21	NA
P01780	P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7	950960	898923	808435	797863	418120	1146130	830204	807893	1562380	474412	4774480	954432	208664	619246	435939	402629	469388	913531	501455	528601	758739	811158	727447	443577	957867	768434	479939	1019450	1135960	1110470	1111530
P01782	P01782;P0DP04	HV309_HUMAN	IGHV3-9	Immunoglobulin heavy variable 3-9	67342.4	121067	94566	157121	77607	115704	150352	74987.6	226310	52119.1	633983	163551	23056.4	39726	52357.8	67565.2	56084.2	119735	63512.5	44817.4	76890.1	67733	65698.6	40626.6	79745	103431	58317.2	122118	122392	113362	106196
P01814	P01814	HV270_HUMAN	IGHV2-70	Immunoglobulin heavy variable 2-70	61205.2	NA	76895	95276.8	45203.3	74395.5	53330.9	51464.3	123722	40938.9	230128	264404	NA	NA	16163.3	57216.1	112760	60609	44846.1	42851.9	78441.5	63431.5	NA	27978	NA	52031.3	NA	65357.1	77613.8	73389.3	72713.4
P01817	P01817	HV205_HUMAN	IGHV2-5	Immunoglobulin heavy variable 2-5	33338.8	81506.3	78020.9	80085.6	23148.8	50193.5	37536.6	43075.9	87354.1	47575.5	254501	58320.4	10466.6	35570.8	43978.5	40280.5	48908.6	51756.3	40905.3	45670.3	29961.8	49131.4	32975.4	19867.9	60882	58704	64987.3	65636.5	87480	81495.2	73910.8
P01824	P01824	HV439_HUMAN	IGHV4-39	Immunoglobulin heavy variable 4-39	NA	3702.87	2232.82	NA	1051.01	NA	NA	NA	NA	NA	14936.5	7654.71	NA	NA	NA	NA	NA	2246.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor	1334720	3292200	11263200	6317730	3904010	1662900	4576900	1832890	421738	922409	1512540	3633940	846361	2419950	1424760	3076900	3075800	4517500	2986820	2521490	1890740	2383000	3815530	145908	3730480	3380450	2581280	2968940	2959420	3003580	2969850
P01834	P01834;A0A5H1ZRQ3	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant	13774400	15171000	12277800	14031600	7639640	19536800	18453500	12926800	37129100	11689700	75053300	18212700	4507350	11227600	7583950	12414000	10493100	14011300	12382700	8427910	10958900	17320400	12479600	8051490	10061900	14963900	13316900	21817800	21590400	22484200	22178800
P01848;P0DTU3	P01848;P0DTU3;A0A5H1ZRS8	TRAC_HUMAN;TRAR2_HUMAN	TRA;TRAC	T cell receptor alpha chain constant	128337	NA	129804	77830.8	88091.9	NA	124142	152089	92096.4	107417	179125	147994	36131.3	84335.4	NA	96134.2	NA	NA	50046.5	60963.4	117860	145348	134609	53873.1	109660	107468	87399.2	178625	NA	NA	121896
P01854	P01854	IGHE_HUMAN	IGHE	Immunoglobulin heavy constant epsilon	NA	NA	NA	NA	NA	6545.4	3931	4113.94	NA	NA	5619.46	NA	NA	NA	NA	NA	NA	2510.32	NA	NA	10296.4	NA	NA	NA	9270.23	4763.45	1931.23	3929.41	6379.57	3230.45	4148.21
P01857	P01857;P01860;P01861;A0A9H3ZR93;A0A9H4DHQ2	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	23459300	16412800	11399400	22289200	10929400	29596300	19734800	24205800	64404800	13313700	143900000	30880300	7178560	14922600	10910800	14963000	10906200	16425700	17615400	10183000	11850500	30920300	19235100	10071600	12219200	10809200	13018900	26194900	26886100	25565700	26822900
P01859	P01857;P01859;A0A0A0MS07	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2	30770000	33348800	4849150	24179200	5401290	25420400	23636500	18179800	42494400	19276800	120565000	16843900	7456770	12666500	15283600	15138300	9844810	14312600	10440700	11626600	23211400	25901900	16715700	19293900	16923100	30112600	18080400	32886100	32374500	32982500	31182500
P01860	P01860;A0A9H3ZR93;A0A9H4DHQ2	IGHG3_HUMAN	IGHG3	Immunoglobulin heavy constant gamma 3	519827	920518	541055	882928	645582	360144	343406	350390	699738	290088	2329530	354642	157080	163406	585047	172791	120769	225890	359258	260271	127138	528504	108800	505519	314708	512246	398395	569203	505530	540117	501078
P01861	P01861	IGHG4_HUMAN	IGHG4	Immunoglobulin heavy constant gamma 4	1799450	1415140	1485950	4131060	1203490	4674800	5441920	2552400	5612980	3742500	15169900	2434410	817608	750629	1102310	2120720	4294350	2195670	2143570	607919	2505130	6143900	1949720	751096	800336	5721080	4170910	3929290	3837140	3598860	3622170
P01871	P01871	IGHM_HUMAN	IGHM	Immunoglobulin heavy constant mu	1560720	1043410	1030320	1416730	464774	2600380	1429230	1324830	1877640	3320990	3978900	2858850	195483	2086220	743593	509585	622774	1052560	1056260	823919	2088680	1354160	1375440	875690	1286950	1402030	1185520	1958100	1956420	1974040	1970720
P01876	P01876;A0A0G2JMB2	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1	2873100	7892110	12878900	6828350	6078150	5907930	9314800	5007960	9303310	4508740	22446700	8420690	1317440	5532720	2382430	7643470	7058360	9265380	3664170	4796880	5874910	7560080	6569170	1580340	6759380	9039160	6581790	8910240	9063950	9073200	9004150
P01877	P01877	IGHA2_HUMAN	IGHA2	Immunoglobulin heavy constant alpha 2	168258	2661970	3572440	994499	2313160	1160010	3894310	1403420	963810	1618690	5265110	3042600	240136	2002470	490035	3025100	1586730	3844780	423810	1381930	1658700	2381500	1890530	337492	2227660	3632080	2770260	2322430	2171500	2259400	2204250
P01880	P01880;A0A0A0MS09	IGHD_HUMAN	IGHD	Immunoglobulin heavy constant delta	5347	5901.56	32620.9	153453	69452.4	26698.3	6807.72	NA	24387.3	10080.5	278395	9854.83	2766.82	21037.4	11360.3	49944.8	4858.6	17821.6	120361	12401	31012	34892.6	12120.6	4028.49	NA	15998.7	143759	41218.6	42356.5	42476.5	39706.2
P01889	P01889;A0A0G2JPD3;A0A140T8Y4;A0A1W2PP29;A0A1W2PR61;Q5SPM2;A0A140T8W8;A0A1W2PPF8;A0A8Q3SIV3	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain	475500	463733	530838	921624	553296	469066	694546	900128	469331	546940	690002	632395	448759	774990	789936	850214	775338	603629	663890	825106	849985	1211890	744801	1551340	1182900	664366	693735	639860	657394	633576	571394
